etd_id_note,etd_id_etudiant,etd_id_module,etd_id_enseignant,etd_annee_universitaire,etd_semestre,etd_type_examen,etd_note,etd_date_examen,etd_session
6028,145,16,13,2023-2024,3,Examen Final,5.13,2024-06-08,Normale
14695,145,11,48,2024-2025,2,TP,4.95,2022-10-16,Rattrapage
6030,145,6,37,2022-2023,1,CC,8.22,2022-06-06,Rattrapage
6031,145,17,28,2022-2023,3,TP,11.18,2024-12-03,Normale
6032,145,17,28,2022-2023,3,Examen Final,6.87,2023-12-17,Rattrapage
6034,145,14,3,2024-2025,3,Examen Final,5.64,2024-09-12,Normale
12891,145,8,4,2024-2025,2,CC,8.67,2024-12-19,Normale
6038,145,8,4,2024-2025,2,Examen Final,14.4,2023-05-27,Normale
6039,145,8,4,2024-2025,2,TP,10.71,2024-05-30,Normale
6044,145,20,19,2023-2024,4,TP,17.65,2023-12-02,Normale
6045,145,20,19,2023-2024,4,CC,16.24,2024-07-23,Normale
6048,145,5,40,2023-2024,1,TP,16.34,2022-08-16,Normale
13873,145,5,40,2023-2024,-1,CC,5.73,2022-10-14,Normale
6057,276,102,46,2022-2023,1,TP,15.76,2023-06-07,Normale
5996,276,102,46,2022-2023,1,CC,14.57,2024-07-17,Normale
6060,276,118,4,2024-2025,3,CC,10.99,2023-11-02,Normale
6064,276,105,40,2023-2024,1,TP,11.26,2022-08-17,Normale
6065,276,122,52,2022-2023,4,CC,13.47,2025-04-22,Normale
6067,276,122,52,2022-2023,4,Examen Final,17.28,2024-01-04,Normale
11771,276,121,35,2022-2023,4,TP,13.34,2023-10-05,Normale
6076,276,120,13,2023-2024,4,CC,13.41,2024-09-26,Normale
6078,276,115,1,2024-2025,3,Examen Final,10.01,2022-03-31,Normale
6079,276,106,27,2024-2025,1,CC,6.29,2022-04-02,Rattrapage
6082,277,147,42,2024-2025,4,TP,5.56,2022-01-26,Rattrapage
6083,277,128,37,2024-2025,1,Examen Final,10.17,2023-07-04,Normale
6084,277,128,37,2024-2025,1,CC,9.6,2022-12-30,Rattrapage
15802,277,140,49,2024-2025,3,Examen Final,16.16,2024-03-29,Normale
6089,277,141,33,2024-2025,3,TP,9.56,2022-08-13,Rattrapage
6991,277,141,33,2024-2025,3,CC,15.08,2024-01-18,Normale
18784,277,127,21,2023-2024,1,CC,10.63,2025-04-07,Normale
3984,277,127,21,2023-2024,1,TP,18.26,2022-03-30,Normale
6093,277,145,18,2024-2025,4,Examen Final,10.21,2024-04-14,Normale
6094,277,145,18,2024-2025,4,CC,14.23,2023-12-01,Normale
6098,277,137,22,2024-2025,2,TP,5.08,2022-06-16,Normale
6099,277,137,22,2024-2025,2,Examen Final,19.18,2025-08-06,Normale
7541,277,139,41,2024-2025,3,TP,13.28,2025-02-07,Normale
6101,277,139,41,2024-2025,3,Examen Final,8.87,2025-03-15,Rattrapage
6102,277,139,41,2024-2025,3,CC,16.06,2024-11-05,Normale
6106,277,126,42,2024-2025,1,CC,6.89,2025-02-27,Rattrapage
2723,181,89,43,2023-2024,3,Examen Final,16.05,2022-07-05,Normale
6110,181,84,14,2023-2024,2,Examen Final,17.39,2024-01-14,Normale
11785,181,80,14,2023-2024,1,CC,7.08,2023-01-22,Rattrapage
6115,181,83,30,2024-2025,2,Examen Final,16.26,2024-12-02,Normale
6120,181,91,5,2024-2025,3,TP,14.94,2023-04-15,Normale
6121,181,92,47,2023-2024,3,CC,12.91,2025-11-15,Normale
6122,181,92,47,2023-2024,3,Examen Final,16.04,2022-01-27,Normale
11624,279,1,7,2022-2023,1,Examen Final,10.26,2024-02-28,Normale
6127,279,14,22,2023-2024,3,Examen Final,11.68,2024-11-04,Normale
6128,279,14,22,2023-2024,3,TP,5.18,2022-11-21,Normale
6130,279,19,42,2023-2024,4,TP,19.63,2024-10-03,Normale
6131,279,11,48,2024-2025,2,CC,17.32,2024-10-01,Normale
4654,279,11,48,2024-2025,2,TP,9.78,2025-07-20,Rattrapage
6133,279,11,48,2024-2025,2,Examen Final,15.02,2025-09-26,Normale
6136,279,17,37,2024-2025,3,TP,19.25,2023-11-07,Normale
6139,279,20,21,2024-2025,4,CC,15.22,2024-03-26,Normale
6141,279,2,28,2023-2024,1,Examen Final,6.56,2024-11-05,Normale
15010,279,2,28,2023-2024,1,CC,12.04,2022-12-13,Normale
6143,279,2,28,2023-2024,1,TP,18.55,2025-12-31,Normale
17824,279,9,21,2022-2023,-2,TP,13.39,2024-06-23,Normale
10105,280,89,43,2022-2023,3,CC,18.86,2025-09-26,Normale
6148,280,84,47,2024-2025,2,TP,14.73,2023-06-09,Normale
6149,280,84,47,2024-2025,2,Examen Final,15.85,2023-10-18,Normale
6150,280,84,47,2024-2025,2,CC,11.33,2024-04-18,Normale
6151,280,94,25,2023-2024,4,CC,14.01,2022-02-03,Normale
6152,280,94,25,2023-2024,4,TP,16.43,2022-03-11,Normale
6155,280,78,48,2022-2023,1,TP,12.25,2022-10-18,Normale
6156,280,83,12,2022-2023,2,Examen Final,10.14,2022-02-01,Normale
6157,280,83,12,2022-2023,2,TP,18.78,2025-04-01,Normale
6158,280,83,12,2022-2023,2,CC,16.48,2022-06-28,Normale
9707,280,88,51,2022-2023,3,CC,10.13,2025-02-24,Normale
6160,280,88,51,2022-2023,3,TP,16.4,2025-10-06,Normale
6161,280,95,46,2022-2023,4,Examen Final,12.5,2024-12-31,Normale
6169,280,90,46,2023-2024,3,TP,17.42,2023-02-01,Normale
8885,280,92,47,2023-2024,-3,CC,5.21,2025-05-07,Rattrapage
15964,280,97,48,2023-2024,-4,CC,19.49,2024-05-28,Normale
6177,316,151,12,2023-2024,1,TP,16.44,2022-04-10,Normale
16206,316,151,12,2023-2024,1,Examen Final,14.98,2025-02-28,Normale
14254,316,156,12,2023-2024,1,TP,4.65,2025-04-02,Normale
6182,316,154,20,2024-2025,1,TP,7.35,2023-06-12,Rattrapage
6184,316,161,49,2023-2024,2,TP,7.71,2025-02-09,Normale
6190,316,155,51,2023-2024,1,TP,5.39,2023-02-07,Normale
6191,316,155,51,2023-2024,-1,CC,16.09,2025-05-16,Normale
6192,316,159,18,2023-2024,2,Examen Final,8.7,2022-05-10,Rattrapage
9922,316,158,49,2022-2023,2,TP,16.17,2022-10-13,Normale
6195,316,158,49,2022-2023,-2,Examen Final,10.7,2024-08-16,Normale
18306,282,187,15,2024-2025,-1,TP,14.71,2025-08-29,Normale
9137,282,187,15,2024-2025,1,Examen Final,7.11,2024-11-11,Normale
6199,282,187,15,2024-2025,1,CC,7.14,2022-11-26,Normale
5513,282,197,5,2024-2025,2,Examen Final,15.29,2023-01-05,Normale
5533,282,197,5,2024-2025,2,CC,10.16,2024-02-22,Normale
6204,282,189,10,2023-2024,1,CC,7.56,2022-06-09,Normale
6208,282,192,46,2023-2024,-1,Examen Final,18.75,2024-12-22,Normale
6209,282,192,46,2023-2024,1,TP,19.52,2024-06-28,Normale
9473,282,194,34,2022-2023,2,TP,11.01,2024-12-21,Normale
17695,282,188,14,2023-2024,1,CC,9.06,2023-12-31,Rattrapage
6218,282,188,14,2023-2024,1,TP,16.25,2023-12-29,Normale
6225,148,143,3,2024-2025,3,TP,15.24,2022-12-30,Normale
6227,148,130,21,2023-2024,1,CC,15.94,2023-12-06,Normale
14239,148,130,21,2023-2024,1,Examen Final,10.03,2025-11-10,Normale
6229,148,136,21,2022-2023,2,Examen Final,13.25,2023-05-16,Normale
7615,148,147,13,2023-2024,4,TP,19.24,2023-03-18,Normale
6239,148,138,33,2024-2025,3,CC,14.95,2023-12-07,Normale
16775,148,126,42,2024-2025,1,Examen Final,16.03,2025-11-24,Normale
2090,148,126,42,2024-2025,1,TP,6.97,2025-03-14,Normale
6242,148,127,33,2022-2023,1,CC,5.44,2025-12-08,Normale
380,148,127,33,2022-2023,1,TP,6.97,2025-11-04,Normale
6245,148,134,18,2024-2025,2,CC,9.47,2022-05-12,Rattrapage
13402,284,27,5,2022-2023,1,Examen Final,9.76,2024-05-23,Normale
6250,284,27,5,2022-2023,1,TP,17.25,2024-10-28,Normale
9581,284,33,55,2024-2025,2,Examen Final,5.48,2024-01-21,Normale
6645,284,38,51,2024-2025,3,CC,13.23,2024-01-11,Normale
3020,284,46,48,2024-2025,4,Examen Final,13.57,2025-08-26,Normale
14355,284,48,47,2024-2025,4,TP,10.29,2022-06-09,Normale
15300,284,32,47,2022-2023,2,CC,12.23,2022-01-30,Normale
8670,284,40,6,2022-2023,3,CC,11.99,2025-03-15,Normale
6268,284,34,6,2023-2024,2,CC,15.41,2025-11-13,Normale
6272,207,155,20,2022-2023,1,Examen Final,9.0,2022-06-13,Rattrapage
4250,207,152,55,2022-2023,1,TP,6.92,2022-01-13,Rattrapage
6274,207,152,55,2022-2023,1,CC,8.74,2025-07-28,Normale
3396,207,152,55,2022-2023,1,Examen Final,5.66,2025-06-08,Rattrapage
13192,207,151,20,2022-2023,1,TP,8.44,2024-05-02,Normale
1019,207,151,20,2022-2023,1,Examen Final,12.73,2023-08-13,Normale
19217,207,159,18,2023-2024,2,CC,18.55,2024-05-31,Normale
6282,207,153,14,2024-2025,-1,TP,17.55,2022-01-29,Normale
6283,207,153,14,2024-2025,1,Examen Final,11.37,2022-05-19,Normale
6286,207,154,20,2024-2025,1,Examen Final,14.22,2022-03-04,Normale
3617,207,157,18,2023-2024,2,TP,18.88,2025-09-07,Normale
6291,207,158,30,2023-2024,2,Examen Final,6.73,2023-08-23,Normale
6292,286,201,36,2022-2023,1,TP,5.92,2024-05-04,Normale
6293,286,201,36,2022-2023,1,CC,13.72,2022-12-07,Normale
6294,286,199,8,2023-2024,1,CC,15.79,2025-12-30,Normale
5454,286,204,18,2022-2023,1,CC,9.68,2025-05-05,Normale
6300,286,204,18,2022-2023,1,TP,13.34,2023-06-29,Normale
13115,286,204,18,2022-2023,1,Examen Final,6.47,2024-12-10,Rattrapage
6302,286,206,26,2022-2023,2,CC,12.36,2025-08-04,Normale
3874,286,205,24,2022-2023,2,Examen Final,14.38,2024-11-21,Normale
6305,286,203,26,2023-2024,1,TP,19.59,2023-07-12,Normale
6306,149,185,42,2022-2023,2,Examen Final,4.83,2023-08-15,Rattrapage
6308,149,176,19,2023-2024,1,CC,6.0,2022-01-21,Rattrapage
2619,149,177,33,2022-2023,1,Examen Final,12.02,2022-11-12,Normale
6317,149,177,33,2022-2023,1,CC,9.69,2024-12-28,Normale
5486,149,182,27,2024-2025,2,TP,7.46,2024-01-18,Normale
6321,149,184,22,2023-2024,2,TP,15.04,2024-05-31,Normale
6323,149,179,42,2024-2025,1,Examen Final,15.85,2024-05-25,Normale
6325,149,178,33,2022-2023,1,CC,8.19,2023-05-24,Normale
6327,149,183,1,2023-2024,2,Examen Final,7.52,2025-07-02,Normale
6894,224,202,44,2022-2023,1,CC,5.49,2025-06-22,Rattrapage
6331,224,208,49,2024-2025,2,TP,15.64,2023-02-18,Normale
14921,224,204,26,2023-2024,1,TP,4.64,2024-07-28,Rattrapage
6337,224,201,49,2024-2025,-1,CC,7.73,2022-07-12,Rattrapage
6338,224,207,24,2022-2023,2,Examen Final,8.01,2024-08-20,Rattrapage
6339,224,205,24,2022-2023,2,Examen Final,12.3,2022-02-11,Normale
6340,224,205,24,2022-2023,2,CC,8.69,2025-12-16,Normale
6341,224,205,24,2022-2023,2,TP,14.79,2023-10-05,Normale
6344,224,209,36,2023-2024,2,Examen Final,12.05,2024-11-02,Normale
6466,224,200,26,2022-2023,1,TP,11.19,2022-08-15,Normale
6350,224,200,26,2022-2023,1,Examen Final,19.05,2024-02-28,Normale
13493,289,31,48,2024-2025,1,TP,5.6,2025-10-19,Rattrapage
9528,289,31,48,2024-2025,-1,Examen Final,19.99,2023-11-17,Normale
6360,289,43,43,2022-2023,3,CC,10.96,2025-06-28,Normale
6361,289,45,43,2023-2024,4,Examen Final,16.0,2022-01-05,Normale
7531,289,45,43,2023-2024,4,CC,4.08,2022-03-16,Rattrapage
6363,289,45,43,2023-2024,4,TP,16.55,2024-01-27,Normale
2521,289,42,25,2022-2023,3,TP,11.11,2025-05-28,Normale
6366,289,42,25,2022-2023,-3,CC,11.78,2025-04-11,Normale
6367,289,37,48,2023-2024,2,CC,15.99,2023-09-18,Normale
6368,289,37,48,2023-2024,-2,Examen Final,6.46,2023-07-02,Normale
8048,289,30,6,2022-2023,-1,Examen Final,15.72,2024-01-21,Normale
6377,290,170,48,2023-2024,2,CC,8.7,2022-07-23,Normale
6379,290,164,35,2023-2024,1,Examen Final,11.01,2022-11-15,Normale
6382,290,163,41,2023-2024,1,CC,4.15,2023-01-01,Rattrapage
6383,290,168,35,2024-2025,1,Examen Final,15.53,2022-02-18,Normale
6384,290,165,28,2024-2025,1,Examen Final,12.76,2022-07-26,Normale
6385,290,173,48,2023-2024,2,TP,6.17,2024-06-16,Normale
6388,290,167,19,2022-2023,-1,CC,12.16,2024-05-12,Normale
6390,290,172,48,2023-2024,2,Examen Final,19.7,2022-04-02,Normale
18848,150,38,15,2022-2023,3,Examen Final,13.98,2024-08-23,Normale
1282,150,36,30,2022-2023,2,Examen Final,8.58,2023-10-27,Normale
6396,150,36,30,2022-2023,-2,CC,7.75,2023-07-23,Normale
194,150,37,15,2022-2023,2,Examen Final,11.46,2025-09-25,Normale
6400,150,27,5,2022-2023,-1,CC,19.26,2024-07-16,Normale
6401,150,27,5,2022-2023,1,Examen Final,7.59,2023-04-03,Normale
6403,150,31,48,2024-2025,1,Examen Final,9.71,2022-10-01,Rattrapage
17523,150,28,5,2023-2024,1,CC,18.85,2025-04-16,Normale
6414,151,31,48,2024-2025,1,TP,5.07,2024-07-19,Normale
6415,151,36,30,2022-2023,2,TP,14.7,2025-07-02,Normale
6416,151,36,30,2022-2023,2,CC,19.9,2024-05-16,Normale
6420,151,30,38,2023-2024,1,CC,6.04,2024-07-09,Rattrapage
6423,151,44,10,2022-2023,4,TP,5.16,2022-03-31,Rattrapage
6424,151,33,55,2024-2025,2,TP,16.29,2023-09-11,Normale
6426,151,33,55,2024-2025,2,Examen Final,15.64,2022-09-02,Normale
6427,151,47,43,2022-2023,4,CC,4.13,2024-12-03,Normale
6430,151,32,51,2024-2025,2,Examen Final,12.74,2023-07-03,Normale
19963,151,42,15,2024-2025,-3,CC,7.54,2025-04-26,Rattrapage
14136,151,42,15,2024-2025,-3,TP,13.44,2025-07-23,Normale
8551,151,39,30,2022-2023,-3,CC,5.56,2025-03-10,Rattrapage
6437,151,28,5,2023-2024,1,CC,19.37,2022-06-03,Normale
6440,293,10,32,2024-2025,-2,Examen Final,13.95,2025-02-20,Normale
19044,293,14,22,2023-2024,3,TP,4.07,2022-01-01,Normale
6443,293,14,22,2023-2024,3,CC,7.92,2023-06-16,Normale
6444,293,15,27,2024-2025,3,TP,11.93,2022-09-03,Normale
12233,293,22,42,2023-2024,4,TP,14.39,2024-03-25,Normale
8833,293,3,22,2023-2024,1,TP,9.13,2022-08-31,Rattrapage
6455,293,3,22,2023-2024,1,Examen Final,12.06,2022-01-28,Normale
6458,293,12,42,2024-2025,2,TP,8.34,2022-10-16,Rattrapage
6460,213,117,3,2022-2023,3,TP,15.01,2022-10-12,Normale
427,213,117,3,2022-2023,3,CC,7.84,2022-06-19,Normale
6464,213,112,32,2023-2024,2,TP,18.48,2022-10-02,Normale
6466,213,112,32,2023-2024,2,Examen Final,5.41,2024-10-15,Rattrapage
6468,213,118,46,2022-2023,3,TP,11.28,2024-01-18,Normale
6470,213,118,46,2022-2023,3,CC,5.53,2025-11-27,Rattrapage
6472,213,104,3,2022-2023,1,CC,19.46,2025-03-19,Normale
10096,213,104,3,2022-2023,1,TP,14.19,2024-05-19,Normale
12868,213,101,1,2024-2025,1,CC,12.15,2023-05-21,Normale
4600,213,110,22,2023-2024,2,Examen Final,14.31,2023-01-21,Normale
6481,213,110,22,2023-2024,2,TP,17.86,2023-08-02,Normale
6482,213,114,53,2022-2023,3,CC,19.06,2022-09-23,Normale
9161,252,157,20,2022-2023,2,Examen Final,16.73,2023-08-08,Normale
6491,252,151,12,2023-2024,1,TP,18.09,2025-03-26,Normale
6498,252,155,51,2023-2024,-1,CC,7.44,2022-06-10,Rattrapage
13778,252,158,49,2022-2023,2,TP,19.65,2025-04-14,Normale
16761,252,160,51,2023-2024,2,CC,14.79,2024-10-31,Normale
17261,252,160,51,2023-2024,2,TP,18.64,2025-04-09,Normale
3178,296,37,15,2022-2023,2,TP,12.07,2024-04-15,Normale
1853,296,44,47,2024-2025,4,Examen Final,4.03,2025-07-16,Rattrapage
2440,296,45,43,2023-2024,4,CC,17.72,2025-08-05,Normale
6516,296,45,43,2023-2024,-4,Examen Final,8.69,2024-05-17,Rattrapage
6517,296,41,48,2023-2024,3,CC,17.66,2023-12-09,Normale
6521,296,40,6,2022-2023,-44,TP,9.24,2024-08-06,Rattrapage
905,296,40,6,2022-2023,3,Examen Final,9.97,2025-10-24,Rattrapage
8778,296,28,5,2023-2024,-1,TP,10.21,2023-11-17,Normale
6525,296,46,48,2024-2025,4,TP,7.31,2022-01-19,Normale
6526,296,46,48,2024-2025,4,CC,8.79,2025-05-12,Rattrapage
714,296,34,47,2022-2023,2,TP,18.6,2022-06-03,Normale
6528,296,36,20,2024-2025,2,CC,5.37,2024-09-12,Normale
6531,296,39,20,2023-2024,3,Examen Final,11.59,2022-07-04,Normale
6532,296,39,20,2023-2024,3,TP,11.35,2022-12-15,Normale
6533,296,42,15,2023-2024,3,TP,10.24,2024-10-21,Normale
6534,296,48,47,2024-2025,4,Examen Final,4.81,2023-12-15,Normale
6535,296,26,20,2022-2023,1,TP,9.21,2024-02-17,Rattrapage
6537,296,26,20,2022-2023,1,Examen Final,15.67,2024-08-29,Normale
6540,480,170,48,2023-2024,2,CC,16.33,2024-03-19,Normale
6542,480,165,53,2022-2023,1,Examen Final,9.09,2024-03-16,Rattrapage
6543,480,166,35,2023-2024,1,CC,14.43,2023-02-16,Normale
6544,480,168,35,2023-2024,1,CC,14.86,2024-03-07,Normale
6545,480,168,35,2023-2024,1,Examen Final,8.14,2024-11-11,Rattrapage
6546,480,168,35,2023-2024,1,TP,11.4,2025-12-29,Normale
6549,480,171,3,2024-2025,2,Examen Final,9.84,2024-09-15,Normale
6552,480,172,48,2023-2024,2,Examen Final,11.37,2025-11-28,Normale
6554,480,172,48,2023-2024,2,CC,12.27,2025-04-12,Normale
6555,480,164,35,2024-2025,1,TP,5.43,2025-11-21,Normale
6558,298,70,31,2022-2023,-4,TP,4.32,2023-05-27,Normale
6559,298,73,46,2023-2024,4,Examen Final,9.76,2022-06-21,Rattrapage
6776,298,73,46,2023-2024,4,TP,15.09,2025-05-29,Normale
6563,298,54,23,2023-2024,1,TP,16.74,2022-06-24,Normale
6564,298,54,23,2023-2024,1,CC,11.57,2025-09-26,Normale
6568,298,60,2,2023-2024,2,TP,7.12,2022-10-30,Normale
6569,298,68,23,2024-2025,3,CC,9.71,2025-01-17,Normale
6570,298,68,23,2024-2025,3,Examen Final,17.66,2024-12-15,Normale
18000,298,66,16,2024-2025,3,TP,10.57,2025-09-22,Normale
6574,298,66,16,2024-2025,3,CC,8.96,2023-06-29,Rattrapage
6575,298,51,36,2023-2024,1,TP,11.28,2022-11-06,Normale
15055,298,65,9,2024-2025,3,CC,9.06,2023-12-20,Rattrapage
37,298,53,26,2022-2023,1,CC,13.41,2024-07-03,Normale
5438,298,69,24,2024-2025,4,TP,8.73,2023-05-12,Rattrapage
11975,298,69,24,2024-2025,-4,CC,18.98,2023-04-25,Normale
6588,298,71,46,2023-2024,-4,TP,15.9,2024-04-16,Normale
6591,299,19,4,2024-2025,4,TP,9.17,2022-08-25,Normale
3715,299,22,42,2023-2024,4,TP,4.42,2025-08-06,Rattrapage
6594,299,14,3,2024-2025,3,Examen Final,5.22,2025-04-18,Rattrapage
13379,299,6,13,2023-2024,1,TP,10.04,2025-03-17,Normale
14420,299,17,37,2024-2025,3,CC,11.76,2023-04-20,Normale
6599,299,4,37,2022-2023,1,Examen Final,12.38,2023-09-06,Normale
14726,299,3,4,2024-2025,1,Examen Final,11.24,2023-05-17,Normale
6604,299,23,46,2023-2024,4,TP,17.51,2023-10-18,Normale
19363,299,23,46,2023-2024,4,CC,6.9,2023-05-29,Rattrapage
2539,299,1,42,2023-2024,1,TP,11.02,2022-11-20,Normale
6148,299,18,7,2022-2023,-3,Examen Final,9.97,2022-09-17,Normale
9557,299,18,7,2022-2023,3,CC,4.65,2022-05-03,Normale
18302,299,8,39,2023-2024,2,TP,8.59,2024-06-16,Normale
6615,299,21,19,2022-2023,4,TP,5.07,2023-07-22,Normale
6620,153,102,46,2022-2023,1,CC,12.96,2025-07-12,Normale
4246,153,123,37,2024-2025,4,CC,4.44,2025-09-08,Rattrapage
6627,153,123,37,2024-2025,4,TP,13.11,2024-10-18,Normale
6632,153,112,32,2023-2024,2,Examen Final,14.98,2022-02-05,Normale
6633,153,118,13,2023-2024,3,Examen Final,6.91,2024-04-08,Normale
6634,153,115,35,2023-2024,3,Examen Final,9.53,2023-05-02,Rattrapage
6636,153,117,3,2022-2023,3,TP,5.94,2024-06-24,Rattrapage
9912,153,106,17,2023-2024,1,CC,14.74,2023-09-15,Normale
6642,154,57,44,2023-2024,2,CC,10.54,2024-04-30,Normale
6643,154,68,36,2023-2024,3,CC,12.56,2023-10-13,Normale
6644,154,51,36,2023-2024,1,Examen Final,11.2,2022-02-27,Normale
6646,154,62,23,2022-2023,2,CC,16.33,2022-08-17,Normale
6647,154,62,23,2022-2023,2,Examen Final,8.62,2023-09-28,Normale
6652,154,66,23,2022-2023,-3,CC,12.57,2024-05-21,Normale
6653,154,66,23,2022-2023,3,Examen Final,9.38,2022-04-05,Rattrapage
6654,154,53,45,2023-2024,-1,TP,13.03,2024-07-08,Normale
6656,154,69,2,2023-2024,4,TP,19.1,2025-08-01,Normale
12665,154,59,11,2024-2025,2,CC,4.63,2025-11-10,Rattrapage
17245,154,54,24,2024-2025,1,Examen Final,14.05,2023-10-18,Normale
6660,154,54,24,2024-2025,1,CC,16.89,2024-12-18,Normale
6661,154,54,24,2024-2025,1,TP,11.16,2023-03-09,Normale
11295,154,60,2,2023-2024,2,TP,14.07,2022-04-06,Normale
6664,154,60,2,2023-2024,2,CC,8.61,2022-02-03,Normale
6667,302,200,26,2022-2023,1,Examen Final,5.43,2022-02-04,Rattrapage
6669,302,204,16,2024-2025,1,TP,9.37,2022-03-11,Rattrapage
10558,302,199,49,2024-2025,-18,CC,4.37,2025-08-25,Normale
4633,302,199,49,2024-2025,1,Examen Final,10.15,2025-05-28,Normale
6674,302,206,26,2022-2023,2,TP,17.19,2022-03-25,Normale
6675,302,208,49,2024-2025,2,TP,10.46,2024-09-24,Normale
6676,302,208,49,2024-2025,2,CC,6.24,2023-09-16,Normale
2387,302,201,36,2022-2023,1,CC,5.03,2025-08-09,Rattrapage
6681,302,203,16,2024-2025,1,Examen Final,15.67,2023-06-17,Normale
5849,302,203,16,2024-2025,1,CC,9.71,2023-07-14,Normale
6685,302,209,31,2024-2025,-2,Examen Final,8.83,2022-08-13,Rattrapage
10511,302,209,31,2024-2025,2,CC,15.82,2022-04-15,Normale
6687,302,207,29,2024-2025,2,TP,11.97,2022-01-29,Normale
6689,302,207,29,2024-2025,2,Examen Final,19.5,2024-03-26,Normale
6691,302,202,48,2023-2024,1,Examen Final,13.64,2025-10-23,Normale
6692,302,202,48,2023-2024,1,TP,6.89,2024-01-18,Normale
3253,302,205,24,2022-2023,2,Examen Final,19.93,2024-01-28,Normale
19578,303,83,12,2022-2023,2,TP,11.81,2024-01-16,Normale
6697,303,83,12,2022-2023,2,CC,13.03,2024-11-01,Normale
6699,303,79,55,2024-2025,-1,TP,7.53,2024-10-12,Rattrapage
6700,303,80,14,2022-2023,1,TP,6.76,2023-06-27,Normale
8684,303,89,38,2024-2025,3,TP,8.11,2023-03-25,Normale
6706,303,97,48,2024-2025,4,Examen Final,8.07,2024-05-27,Rattrapage
6708,303,96,14,2022-2023,4,Examen Final,10.27,2023-10-29,Normale
6710,303,94,46,2024-2025,4,TP,15.28,2024-09-22,Normale
5237,303,82,5,2023-2024,2,CC,8.18,2022-01-07,Rattrapage
2507,303,85,12,2023-2024,2,CC,9.65,2022-06-26,Rattrapage
6907,303,90,43,2024-2025,3,CC,13.21,2023-12-22,Normale
16458,303,93,34,2023-2024,3,TP,9.43,2024-04-03,Rattrapage
6720,303,78,30,2024-2025,1,CC,15.15,2024-06-17,Normale
6721,303,78,30,2024-2025,1,TP,6.5,2022-11-06,Normale
6722,303,78,30,2024-2025,1,Examen Final,10.26,2023-02-25,Normale
6723,155,102,19,2023-2024,1,TP,7.96,2024-04-18,Normale
10640,155,122,52,2022-2023,4,Examen Final,11.02,2024-06-08,Normale
6726,155,106,27,2024-2025,1,CC,12.6,2024-07-03,Normale
6729,155,120,39,2024-2025,4,TP,16.6,2023-02-17,Normale
1240,155,107,19,2022-2023,2,TP,15.35,2025-05-21,Normale
6734,155,107,19,2022-2023,2,CC,18.56,2023-11-08,Normale
6735,155,116,35,2022-2023,3,TP,16.21,2022-03-07,Normale
13892,155,116,35,2022-2023,-3,CC,18.43,2025-12-27,Normale
9065,155,117,3,2022-2023,3,CC,18.64,2025-02-09,Normale
6743,155,112,49,2024-2025,2,TP,7.99,2025-01-06,Normale
6744,155,113,21,2022-2023,3,CC,5.15,2023-07-20,Rattrapage
11867,155,113,21,2022-2023,3,TP,16.4,2025-09-30,Normale
8093,155,113,21,2022-2023,3,Examen Final,18.31,2025-02-27,Normale
6750,155,103,40,2022-2023,1,TP,7.77,2023-12-25,Rattrapage
6751,156,191,46,2023-2024,1,Examen Final,18.93,2023-11-21,Normale
6754,156,193,15,2022-2023,2,TP,6.01,2024-12-20,Normale
6756,156,189,10,2024-2025,1,CC,15.35,2024-12-08,Normale
6757,156,189,10,2024-2025,-1,TP,5.03,2025-08-08,Rattrapage
11213,156,189,10,2024-2025,-1,Examen Final,9.66,2024-12-23,Rattrapage
9168,156,190,20,2023-2024,1,Examen Final,16.2,2025-02-15,Normale
6763,156,188,15,2022-2023,1,TP,13.26,2023-02-04,Normale
7892,157,6,35,2024-2025,1,CC,12.53,2023-11-08,Normale
6770,157,2,18,2024-2025,1,TP,5.79,2025-02-01,Normale
19493,157,2,18,2024-2025,1,CC,14.94,2023-08-29,Normale
6772,157,16,13,2023-2024,3,TP,14.25,2024-11-02,Normale
6775,157,1,42,2023-2024,1,CC,16.06,2023-03-20,Normale
6776,157,23,46,2023-2024,4,Examen Final,17.48,2024-01-07,Normale
3092,157,23,46,2023-2024,4,TP,9.85,2023-07-28,Normale
6779,157,10,17,2023-2024,2,Examen Final,11.89,2022-03-21,Normale
6781,157,20,28,2022-2023,4,TP,13.3,2023-01-21,Normale
19529,157,9,21,2022-2023,2,Examen Final,8.52,2023-04-30,Normale
6785,157,18,52,2023-2024,3,TP,5.85,2023-10-02,Normale
14343,157,18,52,2023-2024,3,CC,10.49,2022-07-05,Normale
6320,157,8,32,2022-2023,2,Examen Final,6.09,2024-03-27,Rattrapage
17350,307,132,3,2024-2025,2,Examen Final,14.65,2025-03-18,Normale
5882,307,129,37,2023-2024,1,CC,17.46,2023-11-13,Normale
